OWNER_ID,ID_TYPE,LICENSE_PLATE,VEHICLE_MODEL,VEHICLE_TYPE,REG_DATE,IU,MFT_YR,VEHICLE_REGISTRATION_NO,VEHICLE_COLOR
1FTSW3B52AE875891,1,1FM5K7B8XDG339110,Expedition EL,Ford,1/8/2017 21:56,WA1YD54B23N891202,1992,8c54a2a3-4efe-4dd7-b57b-c70218adf08d,Orange
1D7RW3BK8BS245647,1,WAUVC68EX4A868553,B2600,Mazda,7/13/2020 13:22,5N1AN0NUXFN335050,1987,2bd35027-1441-4b6b-9c69-cc01942624cb,Blue
SCBLC37F16C101428,2,JN8AE2KP7D9019694,Avalanche 2500,Chevrolet,5/7/2020 18:29,WBANU5C5XAC039108,1990,17894af7-50be-47e0-a80d-dd274b6fa5a4,Indigo
19VDE3F79DE579388,1,3N1AB6AP3CL109575,Defender,Land Rover,3/12/2018 5:09,1FBNE3BL9AD726113,2009,a76aa966-0eb0-4e07-9d57-1367d122987b,Turquoise
WBA6B4C56FD393147,1,WAUFFAFLXEA390264,X-Type,Jaguar,10/26/2015 16:27,WBAFA53551L405408,2005,d4b0e5be-02d0-4b23-9c42-9a142e676f13,Maroon
2T3BFREV0DW414316,2,1FTSW2A5XAE497136,DeVille,Cadillac,3/22/2019 17:37,WBA3N9C58EK208680,2010,e351be9e-b4fb-4db9-bf42-5a1126afe694,Aquamarine
WAUDV74F87N157084,1,1FMCU0E77AK972331,Uplander,Chevrolet,9/12/2020 0:06,WBAPN7C58BA858343,2008,23347bde-e621-43ab-b37d-12cc7f36a650,Maroon
19UUA66296A902449,2,WBAKB0C51BC127915,Exige,Lotus,5/4/2019 12:44,WAU4GAFB4BN533340,1997,b0176607-f5ab-4e8d-9e47-fc5f93d79c3c,Maroon
1C3CCBCB9CN890135,2,5N1CR2MN6EC460706,Loyale,Subaru,3/24/2020 9:49,WAUVT64B12N196528,2006,7f5f3aaa-aa14-42b6-b119-a0db643aea6e,Maroon
19UUA56753A784739,3,WAUXL58E95A049621,Sonata,Hyundai,9/6/2018 14:09,1N6AA0EJ1FN796074,2005,97c80dfa-56a9-44b7-a5cd-aad1273e6eb8,Orange
5TDBK3EH9BS035705,1,WAUKH68D81A225996,XLR,Cadillac,6/19/2021 5:31,19UUA65675A372503,1970,6df2ecbb-6fc2-4493-963c-174a5c93939b,Maroon
WVWAN7AN0DE351962,2,3N1CN7AP7EL412805,New Beetle,Volkswagen,8/20/2016 18:08,JN1CV6EKXFM260468,1971,eb82fa44-5226-49ac-9771-5b81e01cf106,Red
2T2BK1BAXDC710836,1,1FMJK1H50BE849905,Mustang,Ford,12/21/2019 13:43,SCBLF34F15C338902,2005,4ec7fd47-f91d-41d5-9402-55f3a7ea8d45,Aquamarine
KMHGH4JH6DU504887,1,SAJWA4EC9EM859350,Bonneville,Pontiac,6/8/2015 17:03,WDBSK7BA8CF949636,2008,3c8b5953-0730-4e2e-b39e-b9e542653c29,Teal
JTHBB1BAXA2842752,2,YV1902AHXE1205599,80,Audi,7/15/2020 1:37,1FTEW1CM3CF043402,2006,c719e768-a8ed-46bf-8c14-3579a956b9c5,Maroon
1GD021EG0FZ692587,1,JM1GJ1T5XE1234902,750,BMW,4/18/2017 2:24,JM3KE2BE0D0071405,2005,6d8406de-0c7e-4271-9687-9712ec1c9be0,Teal
WAUSG78E56A723548,2,1G6DK8ED9B0198167,Falcon,Ford,2/22/2015 15:50,19UUA8F76DA719773,2008,d5c64a7a-8eeb-41a4-8318-078e44f02f32,Goldenrod
WUAYU48HX8K512652,3,1FTEX1CM1DK834419,Classic,Chevrolet,4/11/2021 12:14,KMHTC6AD2DU601087,1984,8ad18b99-2c12-4899-b0cd-bc79ac25bd88,Khaki
KL4CJDSB3FB699583,2,WDDNG7DB9DA861463,Mark VIII,Lincoln,3/6/2017 10:30,KNAGM4A72B5638386,1994,1a897532-b937-4ed8-9ea5-ff69bccf7557,Goldenrod
2T1KE4EE6AC393631,2,3TMJU4GN7EM673504,Golf,Volkswagen,10/23/2015 5:40,WBAHN83577D743927,2001,41b712ae-9830-4903-9d9f-e60f9b61ab44,Crimson
1N4AL2AP3CN497903,1,1GD21ZCG2DZ953647,Windstar,Ford,12/25/2021 8:59,2G4GN5ECXB9946482,2000,95e00355-1ef6-401c-8704-70df7665d710,Violet
5TFCW5F19BX011128,3,WAUUL98E56A872851,Camry Hybrid,Toyota,2/16/2021 17:30,WAUDF98E68A805251,1996,0fa5c0b9-286d-4745-a9a0-b245869b67d6,Puce
WA1MYBFE2AD284275,2,JN8AE2KP1D9377566,Outback,Subaru,5/15/2017 0:41,3GYVKNEF5AG400234,1993,15fc7459-b7d8-4a82-b84e-31e4be5831a1,Indigo
1FTWF3A52AE558454,3,WBA4A7C56FG147788,Sable,Mercury,4/15/2018 13:28,YV1960BW9A1832644,2011,f35b2713-b961-499e-aa16-c73ae5badbf4,Mauv
WBABS33443P830699,1,WAUFL44D93N152000,GTO,Pontiac,8/13/2020 5:15,WVGBF7A92AD680003,2003,8a98876f-d4b2-4422-b2ac-e7bb3cf21684,Pink
1G4CU541414301409,1,3C3CFFAR4ET611059,Corvette,Chevrolet,9/21/2021 18:01,2C3CCAAG9CH201342,2007,782f8a09-29ac-44dd-8f95-b8e954e6fe17,Pink
WBA3A9C58EF838025,1,19XFA1E54AE939940,XK Series,Jaguar,7/31/2016 18:21,WAUBF98EX8A174205,1997,da84b4e3-ad53-4e32-a4d5-6117ef327c07,Pink
2C4RDGCG5DR309200,2,1G6KP5ES8BU650821,Seville,Cadillac,5/17/2021 6:00,1D4RD4GGXBC796248,2010,ad6debbc-3a75-4e1a-a11c-ef60a3340e2c,Fuscia
JTDKDTB31E1405646,2,WA1VGBFP7EA295286,Mazda6,Mazda,1/26/2016 17:55,SALVP2BG6FH425605,2007,89943b3d-73a3-4f0e-9e3f-01db737df730,Maroon
WAUDFAFC1EN340966,1,WBAAZ33413K171453,QX56,Infiniti,11/21/2021 5:18,4A31K2DFXAE606657,1996,0153c20d-7497-4b9d-a934-75c1cfd3c27f,Aquamarine
1G6DV5EP5E0592995,1,WAUNF98P86A163621,Mustang,Ford,1/15/2021 0:42,WBA3B5G58DN541440,2006,ef73d5b8-bb23-4c40-88ce-a571442fc156,Teal
1ZVBP8AM8E5580979,1,WAUDGAFL7BA090732,Town & Country,Chrysler,5/18/2020 9:50,5XYZG3AB3BG545899,2010,c7145cb3-cea3-47ff-b008-78b889177b43,Fuscia
WBA3T3C54EP474669,3,WAUSFAFL6AA251824,CC,Volkswagen,5/8/2020 3:49,WAUGL78E86A057464,2006,be10adcf-7504-4935-950c-224af09bd238,Teal
5NPEB4AC1CH206063,2,JN8AE2KP4D9346103,Sentra,Nissan,8/25/2020 20:14,WDDJK7DA7DF339776,2010,fddb0046-fe96-4c7a-ac7a-a99e10c2692a,Khaki
5GADV23LX5D021508,2,5TDDK3DC4BS845967,Wrangler,Jeep,4/24/2017 22:20,3D73Y3HL9BG685965,1997,ab4e0c83-7222-4d30-9bc7-a5ba6836bc28,Blue
YV126MFD0F1039354,2,5GAKRAKD1FJ802131,Astro,Chevrolet,10/14/2021 22:13,1G6KF57981U070044,2000,b4508182-36cb-4cd7-a087-bf85008b5bc0,Teal
1C6RD7MT5CS901986,3,JH4CU2E89DC943129,T100 Xtra,Toyota,7/16/2020 4:18,WAUVC68E82A492108,2012,7571f429-f46d-4583-9d34-db27d4db23d1,Violet
1G6DV5EP2E0050799,3,WBA1M1C51FV166350,100,Audi,2/27/2015 17:32,2C3CDXHG4DH559262,1989,78d470c3-1273-44bd-9085-095c8114f572,Indigo
1FMJK1F58CE222602,2,SCBGR3ZA2CC825982,Mariner,Mercury,9/26/2020 22:13,WBAVB77518N981851,2010,698f0194-33b0-4bb4-80aa-091085ad3077,Khaki
WBADW7C52BE887488,3,WAUGGAFC7CN601945,Escalade EXT,Cadillac,3/26/2018 2:46,JHMFB4F24CS207485,1996,e2c39a3c-26bd-4c42-97c3-7bdd0139f267,Khaki
1FMJK1G53EE064266,3,5N1AR2MM7FC374658,Intrepid,Dodge,2/9/2020 7:02,WBA3A5C57DF547927,1993,4ac748be-d1e3-4b04-a3c7-0d463a860305,Yellow
WUADU98E28N077237,2,3D4PH9FG2BT526204,Yukon XL 1500,GMC,9/24/2016 6:07,WAUSF78E46A764143,1988,a54e469f-382c-4a78-a036-e23442fc0623,Orange
WAU3GAFD6FN732196,3,WAUGGAFC4CN192318,A5,Audi,4/30/2021 13:15,WBABS53491J459888,1994,75c70fb0-4a7a-4f1e-8c84-61b852f277eb,Turquoise
WBAPK7G59BN767268,3,1G6AC5S37D0930938,Land Cruiser,Toyota,5/24/2016 18:40,WAUBF98E68A187968,2002,d7fd17dc-6773-48b2-9177-36bafaa495ef,Pink
WBAKA835X9C415900,1,1HGCR2E34EA838729,XK,Jaguar,2/28/2021 2:09,SALME1D42AA313674,1998,564fd70e-3e38-4f6f-8b80-ed95a74814cb,Purple
5BZBF0AA7EN669097,2,WA1YD64B93N669875,S80,Volvo,12/20/2015 7:22,3C6JD7BP3CG361371,2002,57125a89-1f07-44d6-84d8-5cb4c018988f,Turquoise
JN1BJ0HRXFM207119,2,1G4PR5SK1E4630640,Savana 2500,GMC,6/12/2017 10:22,WAUVC58E53A807524,1996,f47f6151-e106-46a8-bfc7-ec5ab1194cf3,Khaki
WA1WMAFP3EA931547,3,2C3CA5CV2AH636113,Suburban,Chevrolet,1/10/2019 8:57,1G6DL5EG9A0056793,2008,82d19a9f-a822-4f10-b1d7-ed26d24e46a0,Indigo
SAJWA6A72F8147745,3,1C6RD7PT4CS201890,Bonneville,Pontiac,6/18/2017 7:10,5N1AR1NB9BC773038,1986,22215491-30a8-4aa6-80b5-4321406644cd,Crimson
1HGCR2F34FA117942,2,5NPDH4AE4BH490623,M3,BMW,11/26/2018 1:14,1N4AL2AP0BN266309,1984,96b37ec7-8793-4428-90c2-0f1fccae44d3,Crimson
KNAFU5A28B5908789,1,3GYFNEE37DS401145,Mazda3,Mazda,5/2/2015 12:26,1G6DP57V180271871,1988,80c0343d-24eb-478e-afac-406a3b770593,Purple
1C4NJCBA4FD826393,3,3D4PG6FV4AT334488,FX,Infiniti,8/30/2020 16:05,1C3BCBGG2DN574238,1995,9a8df9bd-53ba-4ef0-ad42-34a728d5c798,Red
3GTU2YEJ5DG047084,3,1VWAH7A38EC212534,Sentra,Nissan,2/4/2021 15:21,WBA4B1C56FD364348,1997,d73c3d7e-d7b3-4c29-8791-4366b7f728ce,Aquamarine
WAUDF78EX5A243077,3,2C3CA4CD1AH275877,Titan,Nissan,5/13/2016 17:04,5GAKVCED8CJ131197,2004,cc459100-f8a7-4055-93a3-2081e64e78ef,Crimson
1FMCU4K30BK149329,1,WBABS334X1J956999,Sportvan G10,Chevrolet,9/19/2019 19:23,WBAFU7C52CD169817,1993,f5888174-8851-4c27-a802-6ffe43bb2ee5,Puce
1G6AE5SX7D0646562,2,JTDZN3EU1E3545183,Outlook,Saturn,7/7/2015 17:41,JN8AZ2KR4BT132928,2007,4ca8eb18-17c6-43b9-8903-aa84dc2b9520,Green
JN1AZ4EH1EM001287,2,WAUXD68D12A422317,Ram Van 3500,Dodge,9/12/2015 15:59,1GKUCEEF0AR282905,2004,b1e81f86-969b-4426-b5f0-38c83717fb34,Orange
WBAKE5C53CE310646,3,1G6DP567950554257,Wrangler,Jeep,10/8/2020 5:53,1G6AB5RX3E0510851,1994,a288805c-2911-4074-8117-90296ac4ac66,Turquoise
JH4CL95984C282990,3,SALVP1BG7FH784083,Diablo,Lamborghini,5/4/2016 19:42,4T1BF3EK4AU737713,1989,628f54ca-63d0-4140-afc3-37e2ffced12a,Fuscia
1FT7W2A62EE788606,1,JTDKDTB32C1856596,Sebring,Chrysler,7/9/2021 9:00,1FT7W2A63EE699790,2010,413dfaa0-f75b-408e-b2d6-db135a9d703a,Aquamarine
4T1BB3EKXBU927139,1,WBA3C1C56DF216825,A6,Audi,9/21/2016 6:59,WBANE73517B939886,1997,ddc8164c-cc4b-421e-b5b8-57c5f28dcb31,Crimson
2HNYD18793H914546,2,JH4NA12601T342136,Rio5,Kia,5/1/2021 17:25,SCBZB25E12C246268,2003,5d0f486d-db62-411c-b1d7-08f121f441cd,Yellow
3GYFNDE30FS385447,3,5UXFH0C54BL871123,Corolla,Toyota,4/11/2021 20:18,1G4HJ5EM0AU410151,1996,b8c33f1e-ed32-4654-b8ca-6101acb0ba76,Turquoise
WAUVC58E32A166775,1,WP0CA2A83ES791677,Aveo,Chevrolet,6/4/2016 12:06,SAJWA0FB4CL678738,2012,2e5a5695-cf28-4874-b9c9-da7a8c063e56,Aquamarine
JTDKN3DP4C3558990,3,WBAFB33401L405700,Escort,Ford,10/17/2016 18:08,NM0KS9BN4AT613087,1998,8a5d3c7a-3f5b-45ee-bc68-3d7e6b1601a1,Green
1N6AF0LY6EN629838,2,5N1AA0NC6DN039247,Metro,Geo,3/1/2018 21:44,5N1AN0NU4CC460343,1999,92da20ee-38d9-47fa-ab97-e5c5a9f020d0,Maroon
SCBZB25EX2C521166,3,KMHD35LH5FU469881,B-Series,Mazda,4/7/2020 8:27,1G6EL12Y92B035796,1997,5a5004bd-6dbf-49c5-9fdc-f3a4b0ea1ea7,Puce
3GYFNBE38FS906564,1,1G6AZ5SX5F0810818,S80,Volvo,5/2/2021 17:32,WAUFFBFL4AN864525,1983,a1a1f0e8-9d1a-42af-bf79-32e1ddc4f284,Purple
4T1BD1EB1FU210536,1,JTHBL1EF7D5483559,Silhouette,Oldsmobile,11/17/2019 3:25,5J6TF2H56EL626420,1994,463629e7-4d88-4a1d-9062-6ae548425c52,Indigo
5N1AN0NW4DN822436,1,WBAPM5C51BF052077,Escort,Ford,7/21/2019 12:29,JM1NC2JF2E0087855,2003,5e536340-fac6-4be0-a17b-b284503848e7,Fuscia
WBA3T7C52FP669971,3,19UUA65634A169767,Sportvan G20,Chevrolet,6/26/2019 8:40,1G6DT57V090873092,1993,b6818e7c-9d6e-4b55-8268-947cb9411e04,Goldenrod
SCFEFBBC5AG914097,3,1GYFC36289R045010,Rodeo,Isuzu,12/30/2018 14:22,WA1CGAFE0BD400843,1995,6990015b-a26c-426b-9218-d661597a7069,Red
SAJWA2GZ2E8342387,1,WUARL48HX6K840089,Hombre Space,Isuzu,1/21/2016 3:25,SCBGR3ZA9DC062232,2004,f9add5bd-8ec1-4fbd-8d12-84fae91e8bfc,Orange
WBANV93598C056657,1,JN1BJ0HPXDM745606,Maxima,Nissan,12/13/2015 16:41,JH4CL96807C230103,2006,63cbdb38-1842-4b90-8ab7-63e2a9e5a5dc,Goldenrod
JH4KC1F72EC353225,1,KNADM4A39D6209887,Dakota Club,Dodge,4/14/2015 21:29,1GYS3HEFXDR004547,1986,4188fb20-32f8-43fd-a970-a546f7e86bcb,Blue
WA1LMBFE1AD837599,3,1G6AB5RXXF0012552,Camry,Toyota,7/30/2019 8:23,4T3BA3BB7DU727790,2009,5420f192-b3e2-438d-b087-4fd33304bfcf,Aquamarine
JTEBU4BF6DK028316,3,WVGEF9BP4ED391409,Hearse,Buick,5/8/2017 18:13,JA32X8HW2AU734806,1992,75f1d898-ed4c-4b50-8ecc-e489066bfd39,Violet
1GKS1FEJ4CR906019,1,2G4GT5GV2C9551914,Sterling,Land Rover,5/24/2017 12:26,5UXFG43578L505143,2001,72291770-06b6-465a-aeb5-42a0a001781d,Puce
WAUMFAFLXAA549317,3,WBAFU7C59BC990109,Scirocco,Volkswagen,7/9/2015 13:12,3GYFNGE31ES346267,1993,04fbcc73-a0d1-4144-a166-f7f066418911,Goldenrod
1D4PT5GK9AW917336,3,WP0CA2A87DS563535,Explorer,Ford,4/1/2021 3:24,NM0AE8F75E1288718,2010,bcd17100-0b43-4e13-9e9f-adc0e0d09b47,Puce
TRUWC28N821371455,2,1GD11ZCG9DF101146,Cutlass Cruiser,Oldsmobile,4/7/2020 23:06,5N1AN0NW9FN508879,1989,33289de8-9ccc-40bb-81f7-36671f184616,Maroon
19UYA41673A606440,3,SCFFDAAE1CG899690,Expedition EL,Ford,3/16/2020 15:27,JH4NA21625S036736,2013,2f9076a3-5f83-455c-93a9-b4bb345739ac,Purple
1YVHZ8BH8D5112672,1,WBA3B5G50FN625576,Durango,Dodge,2/4/2021 21:18,WAUBF78K19N896229,2004,7571baf3-aaee-403d-b646-3f27e87c574b,Green
1HGCR2F38FA116180,1,WBANW53548C863271,Range Rover,Land Rover,6/27/2020 22:57,WAUPL58E84A498478,1996,6be3932c-1dd3-48e8-a2fd-44595b5fb703,Puce
KNAFK4A61E5619258,1,1G6KE57Y32U689145,LS,Lexus,1/14/2017 5:10,3C63DRKL7CG642610,2009,a6a8fcfa-c565-4495-9b59-99d766c8d4dd,Fuscia
JTDJTUD3XDD284307,1,3C63DPHLXCG596363,Lancer Evolution,Mitsubishi,2/18/2016 0:29,YV4902BZ2E1830704,1994,078fcd7a-6e93-41a2-9c1c-4cf91df6b4c6,Aquamarine
3C63DRHL3CG968072,3,5J6TF2H57EL031835,LS,Lincoln,7/10/2020 15:36,1G4HA5EM8AU690420,2011,c9b86bf2-d1b7-4c41-b471-e75b9574093e,Green
3D7TT2HTXBG129916,1,4T1BK1EB7FU443259,Verona,Suzuki,12/12/2017 6:32,4T1BF3EK4AU805895,2002,c7cb901a-1d0b-4aac-b0f6-947ef9289845,Blue
JTHBB1BA9A2216271,1,WVWGD7AJ7EW310752,MDX,Acura,12/14/2019 18:54,2T1KE4EEXAC906234,2009,e3b61648-ac5a-4115-8e46-19389824e682,Turquoise
WAUKH98EX6A256930,3,WDDHF5KB6EA367361,Taurus,Ford,11/21/2020 21:48,WBAAX13463P142947,1991,7316c8f7-b795-47ef-9f5c-d8154c85eb2d,Puce
5GAER13D39J679108,3,5N1AA0NE2EN760815,RVR,Mitsubishi,9/20/2016 20:59,19XFB4F21DE277919,1998,76e22be2-1c3e-4a85-bda4-36b84a6eb705,Puce
WAUEFAFL8AN891684,2,3GYT4NEF5BG323951,C-Class,Mercedes-Benz,8/10/2020 4:11,2C4RDGBG9ER251336,2008,5ede80ac-16fc-40e3-aa2a-730306e53012,Crimson
1C3BCBEB9EN346360,2,1D7RW3GKXBS959028,Mazda3,Mazda,3/22/2021 16:21,1D4PT4GKXAW471630,2001,55ce16d9-f5ac-4d2f-b1bc-b95c1ba3337e,Aquamarine
WBA4A9C59FD236039,3,2G4GW5EVXB9637187,Envoy XL,GMC,7/31/2018 1:17,SCFAD01A05G706174,1992,a05dd989-37de-4663-8603-d9867dbb05b8,Pink
2C3CCAPGXDH386669,3,3C6JR6CT8DG552728,Boxster,Porsche,5/7/2021 8:07,3GYFNFEY0BS514420,2003,e61df2c2-07d6-4655-9699-fc3258a46d01,Teal
WAUJT68E42A201652,3,WAUJT68E65A642171,Sorento,Kia,11/23/2018 19:29,WA1YD54B63N962398,1997,fb4f999b-d010-4534-aabf-1ca3a12b2b70,Red
JN1CV6EK3AM226865,3,WBA3V9C51EP913839,F350,Ford,2/20/2019 4:49,WAUXL68E54A915237,2004,6e593a5d-6ec4-43e7-948b-92eb730dbe31,Red
5TFCY5F18DX754540,2,JTEBC3EH0D2474925,Tredia,Mitsubishi,7/17/2019 22:32,SCBFT7ZA0DC517201,2001,ea7f8879-f5bd-4f02-b329-e4c4eda1d7dd,Mauv
WP1AA2AP4AL651054,2,1D7CW2GK5AS588875,Firebird,Pontiac,7/8/2015 16:23,19UUB2F55FA681318,1998,78703a71-a65f-4a7d-958c-cfefcfcdee94,Red
1FTWW3A51AE862049,1,5GAKVAED5CJ029117,LeMans,Pontiac,5/18/2021 12:07,1FMJK1J5XAE212951,2007,86cda6f3-0f48-4812-a0d1-59d664d16a50,Purple
19UUA56902A015131,2,1G6DM57T670857133,X5,BMW,4/11/2019 15:54,WBA4C9C59FG525530,1987,4726dcd8-86b9-4676-bff7-5bc60a44a65a,Puce
4USFE43577L186245,3,KMHHT6KD4CU825724,TSX,Acura,5/23/2016 16:47,3VW507AT1FM192698,2011,30d1b2d7-bf20-4c2a-9db5-164458293f18,Puce
3C63DRHL1CG779193,3,YV426MDB9F2643905,350Z,Nissan,4/10/2021 14:45,WBA3V5C50EJ221129,2013,3e5b6caf-79e3-41fc-b552-29aa923f4a2e,Violet
JTHBL1EF3D5157287,3,1G6DA5EY6B0852854,F450,Ford,6/16/2020 23:49,5GAKRBKD0EJ888083,2009,b7d34bcb-0894-4a87-bf0f-16b626a66a01,Turquoise
KM8JT3AF4FU882593,3,1G6AJ5S30F0726216,DeVille,Cadillac,10/5/2019 11:42,5N1AR2MM2FC177526,2002,61f1bbfd-0913-4413-a2f6-156cfd363e3a,Teal
1C4RDHDG4FC970930,1,2B3CA3CV9AH497194,Challenger,Mitsubishi,6/10/2015 3:45,WP0AA2A90CS753370,2000,070f2f24-8c88-4342-9af0-0236de778fe1,Crimson
1G6AJ5SX7D0942841,2,WAUKD78P96A284980,Avalon,Toyota,1/5/2020 20:10,JN8AZ2KR4BT943788,1995,17c62db8-2721-44e1-b615-af6ea57499f2,Goldenrod
JN1CY0APXAM280654,2,2G4WD582861049571,Monte Carlo,Chevrolet,11/13/2019 3:26,5GAKRCKD2FJ690709,2012,8339b84f-67e9-4f58-994e-7effe68bc388,Puce
JN8AS5MT2FW493061,2,3N1CE2CP7EL618058,Acclaim,Plymouth,11/7/2021 23:26,WAUBGAFB5AN468150,1997,e613fc23-0c8d-4b06-a2a3-c15d75128184,Aquamarine
WBSKG9C5XDJ711276,1,WAUUFAFH3AN477896,Savana,GMC,5/2/2017 20:36,1ZVBP8AM4E5179283,2009,9517cb8d-960e-47e3-9e2a-be5495eba145,Aquamarine
5NPDH4AE3BH533753,1,KNDPB3A23D7936346,Eclipse,Mitsubishi,3/6/2015 7:46,WDDJK6FAXFF788282,2006,5eb43711-3113-4ace-8a8d-2a493592d997,Green
SCBLC37F55C373236,3,WDDUG7JB4EA472988,Prizm,Geo,9/28/2017 1:42,JM3KE2BE7E0459782,2012,f1a2405c-1342-4303-ad97-e9ee659c79de,Khaki
WVGAV7AX1FW413654,1,WAUUL98E88A020030,Range Rover,Land Rover,3/14/2016 3:28,3C3CFFER8FT517178,1997,fea8c29d-b6e3-4825-a3b3-46ccb5d91b72,Pink
1G4HP57M79U951916,1,NM0KS6AN1AT213844,Grand Cherokee,Jeep,6/9/2020 13:05,WAUTFAFH5BN824156,2011,5e8b226e-f356-4cdc-b388-51259f6255e4,Khaki
5GAKVBED0BJ310178,1,WBADN53441G925871,Arnage,Bentley,8/26/2017 0:59,JN8AZ1MU5AW004481,1989,9dd227cd-5fc7-4b76-8584-c77af0cb263e,Mauv
1N6AD0CW4FN472591,1,WAUMR44E25N173014,S8,Audi,7/22/2020 13:21,WBANE73527C243449,1994,1b3734bf-1d57-4497-95f6-52ec41d7bbbd,Purple
JHMZF1C61FS104844,3,3G5DA03L07S436765,Wrangler,Jeep,6/12/2015 0:14,2G4G05GV7B9024314,1995,00e2b5a2-f231-4f13-a247-06fd997a2dbe,Aquamarine
WAUVC68E43A604209,3,1GYS4AEF9CR629508,Bonneville,Pontiac,9/9/2021 19:30,WBAYF8C54FD282942,1991,9b4b3fff-cf7d-47c4-a15b-9468d3d456df,Crimson
3N1AB6AP2CL013534,3,2HNYD2H65CH126926,Lumina,Chevrolet,8/1/2021 10:05,JM1GJ1T61F1143060,1998,85409e7e-5f44-485f-b8d6-22b442463549,Maroon
5XYKT3A10CG579871,2,WAUDH48H57K790354,GS,Lexus,8/22/2015 4:21,1GD02ZCG2BZ064980,2002,2f620c8c-55d8-4a9d-bf61-160fb06fc2ae,Goldenrod
5XXGM4A75CG990037,3,JHMZF1D41DS330456,SL-Class,Mercedes-Benz,4/13/2018 19:49,WAUNF68P46A851615,2005,e3e2b780-969a-43b3-9749-40b957c99cc7,Red
1FTWW3CY7AE667273,2,1G6DV1EP2B0357801,Tundra,Toyota,10/1/2019 2:12,3LN6L2G92FR156501,2006,b7f38dd1-2b1d-4e5a-a2ad-fa2421c12322,Puce
1C3BC6EV6AN821345,3,WBA3C3C58DF536837,Nitro,Dodge,5/29/2017 10:43,4A31K5DF0BE174373,1997,3f33bdf9-f45e-42e2-bd3d-070ad47aa35e,Mauv
2C3CCARG9FH555466,1,1C4RDJDGXEC869221,Dakota,Dodge,6/2/2020 20:32,1G6KD57Y79U140853,2001,06d1d0e1-6f00-494a-859a-5da3459066aa,Blue
1GD21ZCG9BZ134907,1,WBAFR9C55DC592251,Bravada,Oldsmobile,6/11/2020 22:59,1G6AE5SX7F0060088,1999,48ce0ee8-0ca9-4389-bd29-7b5db8716b43,Orange
KNDMG4C7XE6037364,3,3C6TD5GTXCG315247,Rodeo,Isuzu,8/21/2021 6:04,1FMJU1F54AE495656,2012,491366c4-0271-475e-8aaf-ce1308252087,Blue
WBADW7C58BE570444,3,2T1BU4EE6DC609226,3500,Ram,3/31/2018 15:22,1D4PU6GX0BW757895,2011,3c253600-ff08-4482-85e8-db45ba413e2c,Pink
5TFBW5F1XBX346264,2,1GD21ZCG8CZ501376,626,Mazda,7/19/2017 19:51,KMHFC4DF6BA332346,2012,ecf7daa8-a312-4995-a355-e20f27883a9c,Goldenrod
WAUKF98EX6A031610,2,3C3CFFFH6ET375708,Ridgeline,Honda,5/22/2017 22:44,JH4KB2F58BC836270,2000,7465d4ba-1c29-45cf-98b0-a148c0456ba6,Violet
JN1BY1AP5DM211134,1,3VW8S7AT6FM469398,Jetta,Volkswagen,6/12/2019 8:47,WA1C8BFP6FA907743,1997,a5ddbd2c-6bdf-438c-bd6d-880b1640de44,Pink
WBAUU3C53BA901601,1,JTJHY7AX2B4127910,CR-V,Honda,1/13/2017 14:02,2HNYB1H61DH330723,2011,10bd1668-5a2d-4add-af2c-7691155bfaee,Purple
WBAYF4C54ED675492,3,4JGCB2FE1CA174790,Avalanche,Chevrolet,6/6/2021 16:31,1GYS3HEFXER039445,2004,a5d84355-e3fd-4a69-95ea-68201295691a,Fuscia
1FTEW1CF9FF366424,1,4T1BF1FK5FU736113,Land Cruiser,Toyota,12/24/2019 6:59,WAUXL58E14A571612,2003,81dd080f-108f-45a3-88e2-44302143dfd7,Mauv
1G6DJ5ED9B0984309,2,WDDGF4HB0EA403493,Chariot,Mitsubishi,2/20/2020 15:14,WAUWFBFL5BA828884,1987,076975ed-2a84-4de8-baa1-c3f47d390b53,Pink
5TDBY5G14FS314981,2,WBA3N9C53EK980441,Taurus,Ford,2/1/2019 9:44,3D7JV1EP4AG528645,1992,8a0c4193-b6fc-487e-9c62-cb967c471269,Green
JH4DC53862C979465,2,JM3TB2CA7E0078555,Aztek,Pontiac,4/3/2016 23:50,5XYZT3LB4FG495609,1985,cb7a3c6d-e4c7-4e87-8809-46512b3507f6,Red
WUADU98E68N990499,2,WBA3B3C57FJ661170,Prelude,Honda,1/23/2017 9:22,1FTNF2A58AE848073,1995,7b1ae973-7f7e-451f-8fdf-8137898b3a2d,Goldenrod
2HNYD18284H364634,2,WAUEH98E18A977881,XLR-V,Cadillac,11/5/2015 14:34,KNADH4A36A6799532,2009,80b88295-094e-4626-8b23-a8b70f4ff102,Fuscia
WBAEV33403K221059,3,5UXFB33542L861291,Summit,Eagle,5/17/2019 7:42,5GADT13S452195948,2008,ef16b295-c09f-4aeb-994d-80b3c60e1ddd,Pink
WBAVB735X8F875057,3,WAUSH74F68N947063,Trans Sport,Pontiac,2/25/2016 1:47,4JGCB2FE3BA224457,1995,2d39ab85-ac9c-4a19-b56c-6cddedcbd0c6,Goldenrod
WBALM5C51BE562370,2,KL4CJFSB7DB532880,Thunderbird,Ford,1/28/2018 15:02,KMHTC6AD8EU087053,1999,646a782a-76e6-4693-8909-2d33de6e7605,Puce
